# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
RPL41A	YDL184C	YDL184C_mRNA	protein_coding	6	3	8	1130	0	2	0	1	577	5	0	0	6	0	0	0	1	0	0	1	0	3	553
RPL41B	YDL133C-A	YDL133C-A_mRNA	protein_coding	6	0	1	509	0	0	1	0	295	5	0	0	0	0	0	0	1	0	0	1	0	0	214
RPL42A	YNL162W	YNL162W_mRNA	protein_coding	3	4	5	482	0	0	0	0	386	2	0	17	5	0	0	0	1	1	0	0	0	4	79
RPL42B	YHR141C	YHR141C_mRNA	protein_coding	0	0	0	715	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	452
RPL43A	YPR043W	YPR043W_mRNA	protein_coding	1	2	0	573	0	0	0	0	100	1	0	19	0	0	0	0	2	0	0	0	0	0	456
RPL43B	YJR094W-A	YJR094W-A_mRNA	protein_coding	17	1	21	629	0	1	1	1	373	14	0	37	23	0	0	0	2	2	2	0	0	1	219
RPL4A	YBR031W	YBR031W_mRNA	protein_coding	3	3	2	182	0	0	0	0	39	3	0	0	2	0	0	0	0	0	0	0	0	3	143
RPL4B	YDR012W	YDR012W_mRNA	protein_coding	2	2	0	131	0	0	0	0	61	2	0	0	0	0	0	0	0	0	0	0	0	2	70
RPL5	YPL131W	YPL131W_mRNA	protein_coding	1	5	6	195	0	0	0	0	76	1	0	0	6	0	0	0	0	0	0	0	0	5	119
RPL6A	YML073C	YML073C_mRNA	protein_coding	3	1	0	231	0	0	0	0	89	3	0	11	0	0	0	0	0	0	0	0	0	1	131
RPL6B	YLR448W	YLR448W_mRNA	protein_coding	2	2	3	171	0	0	0	0	74	2	0	8	3	0	0	0	1	0	0	0	0	1	90
RPL7A	YGL076C	YGL076C_mRNA	protein_coding	3	1	4	150	0	0	0	0	59	2	0	8	4	0	0	0	1	0	0	1	0	1	83
RPL7B	YPL198W	YPL198W_mRNA	protein_coding	6	9	11	277	0	1	0	0	87	6	0	23	10	0	0	0	3	0	0	0	0	6	170
RPL8A	YHL033C	YHL033C_mRNA	protein_coding	2	8	6	224	0	0	0	0	131	1	0	0	6	0	0	0	1	1	0	0	1	7	93
RPL8B	YLL045C	YLL045C_mRNA	protein_coding	1	0	0	457	0	0	0	0	163	1	0	0	0	0	0	0	0	0	0	0	0	0	294
RPL9A	YGL147C	YGL147C_mRNA	protein_coding	1	0	4	470	0	0	0	0	404	1	0	0	4	0	0	0	0	0	0	0	0	0	66
RPL9B	YNL067W	YNL067W_mRNA	protein_coding	3	11	14	335	0	0	0	0	175	3	1	0	14	0	0	0	0	0	0	0	0	10	160
RPM1	Q0285	Q0285_ncRNA	lincRNA	0	0	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468
RPM2	YML091C	YML091C_mRNA	protein_coding	33	12	59	534	1	0	2	1	241	27	0	0	58	0	0	0	0	0	8	0	0	12	293
RPN1	YHR027C	YHR027C_mRNA	protein_coding	39	31	124	421	0	0	1	0	226	31	0	0	124	0	0	0	0	0	8	0	0	32	195
RPN10	YHR200W	YHR200W_mRNA	protein_coding	0	1	1	126	0	0	0	0	78	0	0	0	1	0	0	0	0	0	0	0	0	1	48
RPN11	YFR004W	YFR004W_mRNA	protein_coding	5	2	2	225	0	0	0	0	124	5	0	0	2	0	0	0	0	0	0	0	0	2	101
RPN12	YFR052W	YFR052W_mRNA	protein_coding	17	13	43	618	2	0	0	0	352	12	0	0	46	0	0	0	0	0	7	0	0	13	266
RPN13	YLR421C	YLR421C_mRNA	protein_coding	2	4	1	165	0	0	0	0	114	2	0	0	1	0	0	0	0	0	0	0	0	4	51
RPN14	YGL004C	YGL004C_mRNA	protein_coding	18	7	49	146	0	0	0	0	88	18	0	0	51	0	0	0	0	0	0	0	0	7	58
RPN2	YIL075C	YIL075C_mRNA	protein_coding	22	16	26	225	0	0	0	0	86	20	0	0	26	0	0	0	1	0	1	1	0	17	139
RPN3	YER021W	YER021W_mRNA	protein_coding	8	8	5	348	0	0	0	0	160	7	0	0	5	0	0	0	0	0	2	0	0	9	188
RPN4	YDL020C	YDL020C_mRNA	protein_coding	107	25	148	1281	0	8	2	3	880	100	0	0	146	0	0	0	1	2	8	0	1	28	401
RPN5	YDL147W	YDL147W_mRNA	protein_coding	3	4	1	76	0	0	0	0	47	3	0	0	1	0	0	0	0	0	0	0	0	4	29
RPN6	YDL097C	YDL097C_mRNA	protein_coding	17	27	72	436	0	0	0	0	102	16	0	0	72	0	0	0	0	1	0	0	0	27	334
RPN7	YPR108W	YPR108W_mRNA	protein_coding	5	2	1	110	0	0	0	0	49	5	0	0	1	0	0	0	0	0	0	0	0	2	61
RPN8	YOR261C	YOR261C_mRNA	protein_coding	13	7	34	516	0	0	0	0	187	9	0	0	34	0	0	0	1	0	3	1	0	7	329
RPN9	YDR427W	YDR427W_mRNA	protein_coding	88	18	105	927	5	1	7	4	329	79	0	0	110	0	0	0	0	1	11	0	0	23	598
RPO21	YDL140C	YDL140C_mRNA	protein_coding	21	10	14	180	0	0	0	0	50	21	0	0	15	0	0	0	0	0	0	0	0	10	130
RPO26	YPR187W	YPR187W_mRNA	protein_coding	51	15	42	1134	0	1	1	1	785	48	0	19	49	0	1	1	7	1	3	0	0	12	337
RPO31	YOR116C	YOR116C_mRNA	protein_coding	22	26	41	416	1	0	0	0	379	21	0	0	42	0	0	0	0	0	1	0	0	26	37
RPO41	YFL036W	YFL036W_mRNA	protein_coding	12	7	10	111	0	0	0	0	51	11	0	0	10	0	0	0	0	0	1	0	0	7	60
RPP0	YLR340W	YLR340W_mRNA	protein_coding	68	17	57	1370	1	1	2	3	551	68	0	0	62	0	0	0	1	0	3	1	0	18	819
RPP1	YHR062C	YHR062C_mRNA	protein_coding	2	3	10	393	0	0	0	0	251	2	0	0	10	0	0	0	0	0	0	0	0	4	142
RPP1A	YDL081C	YDL081C_mRNA	protein_coding	1	0	3	191	0	0	0	0	60	1	0	0	3	0	0	0	0	0	0	0	0	0	131
RPP1B	YDL130W	YDL130W_mRNA	protein_coding	10	3	20	400	0	0	0	0	210	5	0	21	20	0	2	1	3	1	1	0	0	3	172
RPP2A	YOL039W	YOL039W_mRNA	protein_coding	7	7	17	863	0	0	0	0	343	6	0	0	17	0	0	0	0	0	1	0	0	7	520
RPP2B	YDR382W	YDR382W_mRNA	protein_coding	1	0	1	444	0	0	0	0	355	1	0	0	1	0	0	0	0	0	0	0	0	0	89
RPR1	RPR1	RPR1_ncRNA	lincRNA	0	0	0	846	0	0	0	0	111	0	0	0	0	2	0	0	0	0	0	0	0	0	733
RPR2	YIR015W	YIR015W_mRNA	protein_coding	3	1	1	111	0	0	0	0	61	3	0	0	1	0	0	0	0	0	0	0	0	1	50
RPS0A	YGR214W	YGR214W_mRNA	protein_coding	10	5	18	452	0	0	0	0	113	9	0	14	21	0	0	0	0	0	1	0	0	6	325
RPS0B	YLR048W	YLR048W_mRNA	protein_coding	1	1	1	385	0	0	0	0	216	1	0	4	1	0	0	0	0	0	0	0	0	1	165
RPS10A	YOR293W	YOR293W_mRNA	protein_coding	0	4	7	253	0	0	0	0	171	0	1	8	7	0	0	0	1	0	0	0	0	2	75
RPS10B	YMR230W	YMR230W_mRNA	protein_coding	1	1	3	204	0	0	0	0	36	1	0	5	3	0	0	0	1	0	0	1	0	1	163
RPS11A	YDR025W	YDR025W_mRNA	protein_coding	2	1	0	60	0	0	0	0	26	1	0	3	0	0	1	0	1	0	0	0	0	0	33
RPS11B	YBR048W	YBR048W_mRNA	protein_coding	11	13	41	574	0	0	0	0	228	9	0	65	43	0	0	0	2	0	2	0	0	13	283
RPS12	YOR369C	YOR369C_mRNA	protein_coding	0	0	0	69	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	36
RPS13	YDR064W	YDR064W_mRNA	protein_coding	0	0	0	752	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	464
RPS14A	YCR031C	YCR031C_mRNA	protein_coding	1	1	1	478	0	0	0	0	178	1	0	6	1	0	0	0	1	0	0	0	0	0	295
RPS14B	YJL191W	YJL191W_mRNA	protein_coding	2	3	1	424	0	0	0	0	208	2	0	12	1	0	0	0	0	0	0	0	0	3	204
RPS15	YOL040C	YOL040C_mRNA	protein_coding	13	8	18	941	0	0	0	0	594	9	0	0	20	0	0	0	1	0	3	1	0	8	347
RPS16A	YMR143W	YMR143W_mRNA	protein_coding	7	8	12	445	0	0	0	0	131	5	0	81	12	0	1	0	2	0	1	0	0	6	236
RPS16B	YDL083C	YDL083C_mRNA	protein_coding	1	0	0	145	0	0	0	0	45	1	0	10	0	0	0	0	0	0	0	0	0	0	90
RPS17A	YML024W	YML024W_mRNA	protein_coding	1	2	2	114	0	0	0	0	42	1	0	4	3	0	0	0	0	0	0	0	0	2	68
RPS17B	YDR447C	YDR447C_mRNA	protein_coding	0	1	1	187	0	0	0	0	104	0	0	1	1	0	0	0	0	0	0	0	0	1	82
RPS18A	YDR450W	YDR450W_mRNA	protein_coding	0	1	1	115	0	0	0	0	31	0	0	6	1	0	0	0	1	0	0	0	0	0	79
RPS18B	YML026C	YML026C_mRNA	protein_coding	4	2	4	123	0	0	0	0	45	4	0	9	4	0	0	0	0	0	0	0	0	2	69
RPS19A	YOL121C	YOL121C_mRNA	protein_coding	6	4	12	295	0	0	0	1	122	4	0	38	12	0	0	1	2	0	0	1	0	3	137
RPS19B	YNL302C	YNL302C_mRNA	protein_coding	0	0	0	263	0	0	0	0	150	0	0	6	0	0	0	0	0	0	0	0	0	0	107
RPS1A	YLR441C	YLR441C_mRNA	protein_coding	12	3	23	343	0	0	0	0	178	10	0	0	23	0	0	0	1	0	1	1	0	3	165
RPS1B	YML063W	YML063W_mRNA	protein_coding	0	0	0	288	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS2	YGL123W	YGL123W_mRNA	protein_coding	2	0	1	191	0	0	0	0	68	2	0	0	1	0	0	0	0	0	0	0	0	0	123
RPS20	YHL015W	YHL015W_mRNA	protein_coding	6	0	5	643	0	0	0	0	248	5	0	0	5	0	0	0	1	0	0	1	0	0	395
RPS21A	YKR057W	YKR057W_mRNA	protein_coding	1	0	0	345	0	0	0	0	220	1	0	4	0	0	0	0	0	0	0	0	0	0	121
RPS21B	YJL136C	YJL136C_mRNA	protein_coding	5	1	3	220	0	0	0	0	135	5	0	0	3	0	0	0	2	0	0	0	1	0	85
RPS22A	YJL190C	YJL190C_mRNA	protein_coding	1	0	0	365	0	0	0	0	121	1	0	0	0	0	0	0	0	0	0	0	0	0	244
RPS22B	YLR367W	YLR367W_mRNA	protein_coding	3	3	4	583	0	0	0	1	398	1	0	18	3	0	1	0	0	1	0	0	0	3	168
RPS23A	YGR118W	YGR118W_mRNA	protein_coding	0	0	4	542	0	0	0	0	30	0	0	6	4	0	0	0	0	0	0	0	0	0	506
RPS23B	YPR132W	YPR132W_mRNA	protein_coding	3	0	7	779	0	0	0	0	260	3	0	13	7	0	0	0	1	0	0	0	0	0	506
RPS24A	YER074W	YER074W_mRNA	protein_coding	3	2	0	199	0	0	0	0	80	3	0	17	0	0	0	0	0	0	0	0	0	2	102
RPS24B	YIL069C	YIL069C_mRNA	protein_coding	1	0	0	496	0	0	0	0	133	1	0	3	0	0	0	0	1	1	0	0	0	0	360
RPS25A	YGR027C	YGR027C_mRNA	protein_coding	1	0	0	125	0	0	0	0	57	1	0	0	0	0	0	0	0	0	0	0	0	0	68
RPS25B	YLR333C	YLR333C_mRNA	protein_coding	1	1	1	333	0	0	0	0	58	1	1	0	1	0	0	0	0	0	0	0	0	0	275
RPS26A	YGL189C	YGL189C_mRNA	protein_coding	0	0	0	120	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	49
RPS26B	YER131W	YER131W_mRNA	protein_coding	1	0	0	143	0	0	0	0	54	1	0	0	0	0	0	0	0	0	0	0	0	0	89
RPS27A	YKL156W	YKL156W_mRNA	protein_coding	0	0	0	142	0	0	0	0	55	0	0	3	0	0	0	0	0	0	0	0	0	0	84
RPS27B	YHR021C	YHR021C_mRNA	protein_coding	0	0	0	229	0	0	0	0	159	0	0	8	0	0	0	0	0	0	0	0	0	0	62
RPS28A	YOR167C	YOR167C_mRNA	protein_coding	0	1	0	472	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	1	39
RPS28B	YLR264W	YLR264W_mRNA	protein_coding	3	1	9	858	0	0	0	0	687	3	0	0	9	0	0	0	1	0	0	1	0	1	171
RPS29A	YLR388W	YLR388W_mRNA	protein_coding	0	0	0	104	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	54
RPS29B	YDL061C	YDL061C_mRNA	protein_coding	0	0	0	143	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	68
RPS3	YNL178W	YNL178W_mRNA	protein_coding	6	5	9	524	0	0	0	0	203	6	0	0	10	0	0	0	0	0	0	0	0	5	321
RPS30A	YLR287C-A	YLR287C-A_mRNA	protein_coding	0	3	1	398	0	0	0	0	87	0	0	23	1	0	0	0	1	0	0	0	0	2	289
RPS30B	YOR182C	YOR182C_mRNA	protein_coding	22	6	15	1135	0	0	1	0	667	21	0	69	22	0	0	0	6	0	0	2	0	4	401
RPS31	YLR167W	YLR167W_mRNA	protein_coding	0	0	0	93	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	33
RPS4A	YJR145C	YJR145C_mRNA	protein_coding	5	4	17	301	0	0	0	0	230	4	0	6	17	0	0	0	0	0	1	0	0	4	65
RPS4B	YHR203C	YHR203C_mRNA	protein_coding	8	9	22	145	0	0	0	0	64	6	0	10	23	0	0	0	1	0	2	0	0	8	72
RPS5	YJR123W	YJR123W_mRNA	protein_coding	1	1	0	111	0	0	0	0	63	1	0	0	0	0	0	0	0	0	0	0	0	1	48
RPS6A	YPL090C	YPL090C_mRNA	protein_coding	2	3	4	136	0	0	0	0	65	2	0	3	4	0	0	0	0	0	0	0	0	3	68
RPS6B	YBR181C	YBR181C_mRNA	protein_coding	7	3	5	285	0	0	0	0	186	7	0	11	5	0	0	0	0	0	0	0	0	3	88
RPS7A	YOR096W	YOR096W_mRNA	protein_coding	1	0	3	131	0	0	0	0	78	1	0	5	4	0	0	0	1	0	0	0	0	0	48
RPS7B	YNL096C	YNL096C_mRNA	protein_coding	11	8	19	361	0	0	0	0	125	9	0	20	19	0	1	0	0	0	1	0	0	8	217
RPS8A	YBL072C	YBL072C_mRNA	protein_coding	0	0	0	120	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	24
RPS8B	YER102W	YER102W_mRNA	protein_coding	18	16	43	934	0	0	0	0	533	13	0	0	44	0	0	0	1	0	5	1	0	17	401
RPS9A	YPL081W	YPL081W_mRNA	protein_coding	1	1	0	258	0	0	0	0	144	1	0	11	0	0	0	0	0	0	0	0	0	1	103
RPS9B	YBR189W	YBR189W_mRNA	protein_coding	3	4	4	285	0	0	0	0	185	3	0	14	4	0	0	0	2	0	0	0	1	2	87
RPT1	YKL145W	YKL145W_mRNA	protein_coding	4	5	1	124	0	0	0	0	55	3	0	0	1	0	0	0	0	0	1	0	0	6	69
RPT2	YDL007W	YDL007W_mRNA	protein_coding	13	13	34	591	0	0	0	1	338	12	0	0	33	0	0	0	0	0	1	0	0	13	253
RPT3	YDR394W	YDR394W_mRNA	protein_coding	15	9	26	306	0	2	0	0	160	14	0	0	24	0	0	0	0	0	2	0	0	9	146
RPT4	YOR259C	YOR259C_mRNA	protein_coding	12	6	19	385	0	0	0	0	150	11	0	0	19	0	0	0	0	0	2	0	0	6	235
RPT5	YOR117W	YOR117W_mRNA	protein_coding	1	0	4	248	0	0	0	0	156	1	0	0	4	0	0	0	0	0	0	0	0	0	92
RPT6	YGL048C	YGL048C_mRNA	protein_coding	9	11	14	514	0	0	0	1	207	9	0	0	13	0	0	0	0	0	1	0	0	11	307
RQC1	YDR333C	YDR333C_mRNA	protein_coding	6	5	1	272	0	0	1	0	210	6	0	0	0	0	0	0	0	0	0	0	0	5	62
RQC2	YPL009C	YPL009C_mRNA	protein_coding	18	2	6	89	1	0	0	0	32	18	0	0	5	0	0	0	0	0	0	0	0	3	57
RRB1	YMR131C	YMR131C_mRNA	protein_coding	1	1	3	229	0	0	0	0	160	1	0	0	3	0	0	0	0	0	0	0	0	1	69
RRD1	YIL153W	YIL153W_mRNA	protein_coding	110	26	107	886	1	9	5	9	484	95	0	0	115	0	0	0	2	0	20	2	0	28	402
RRD2	YPL152W	YPL152W_mRNA	protein_coding	4	3	3	99	0	0	0	0	41	4	0	0	4	0	0	0	0	0	0	0	0	3	58
RRF1	YHR038W	YHR038W_mRNA	protein_coding	1	2	4	330	0	0	0	0	53	1	0	0	4	0	0	0	0	0	0	0	0	2	277
RRG1	YDR065W	YDR065W_mRNA	protein_coding	39	18	75	594	1	0	2	1	175	37	0	0	80	0	0	0	1	0	2	1	0	21	419
RRG7	YOR305W	YOR305W_mRNA	protein_coding	9	10	21	792	0	0	0	0	479	8	0	0	22	0	0	0	1	0	0	1	0	10	313
RRG8	YPR116W	YPR116W_mRNA	protein_coding	9	6	23	511	0	0	0	0	110	9	0	0	23	0	0	0	0	0	1	0	0	6	401
RRG9	YNL213C	YNL213C_mRNA	protein_coding	6	0	3	194	0	0	0	0	135	5	0	0	3	0	0	0	0	0	1	0	0	0	59
RRI1	YDL216C	YDL216C_mRNA	protein_coding	4	4	1	156	0	0	0	0	123	4	0	0	1	0	0	0	0	0	0	0	0	4	33
RRI2	YOL117W	YOL117W_mRNA	protein_coding	10	8	8	241	0	0	0	0	77	10	0	0	9	0	0	0	0	0	0	0	0	8	164
RRM3	YHR031C	YHR031C_mRNA	protein_coding	5	9	4	342	1	0	0	0	253	5	0	0	3	0	0	0	0	0	0	0	0	9	89
RRN10	YBL025W	YBL025W_mRNA	protein_coding	2	3	4	262	0	0	0	0	88	2	0	0	4	0	0	0	0	0	0	0	0	3	174
RRN11	YML043C	YML043C_mRNA	protein_coding	5	7	10	985	0	0	0	0	836	5	0	0	10	0	0	0	0	0	0	0	0	7	149
RRN3	YKL125W	YKL125W_mRNA	protein_coding	23	26	53	266	0	0	0	0	57	23	0	0	56	0	0	0	0	0	0	0	0	26	209
RRN5	YLR141W	YLR141W_mRNA	protein_coding	1	0	1	127	0	0	0	0	36	1	0	0	1	0	0	0	0	0	0	0	0	0	91
RRN6	YBL014C	YBL014C_mRNA	protein_coding	25	17	53	493	0	1	0	0	382	22	0	0	55	0	0	0	0	0	3	0	0	18	111
RRN7	YJL025W	YJL025W_mRNA	protein_coding	9	6	13	129	0	0	0	0	46	8	0	0	13	0	0	0	0	0	1	0	0	6	83
RRN9	YMR270C	YMR270C_mRNA	protein_coding	2	2	0	250	0	0	0	0	101	2	0	0	0	0	0	0	0	0	0	0	0	2	149
RRP1	YDR087C	YDR087C_mRNA	protein_coding	6	4	13	279	0	0	0	0	64	4	0	0	13	0	0	0	0	0	2	0	0	4	215
RRP12	YPL012W	YPL012W_mRNA	protein_coding	7	8	10	165	0	0	0	0	42	7	0	0	10	0	0	0	0	0	0	0	0	9	123
RRP14	YKL082C	YKL082C_mRNA	protein_coding	34	18	88	990	0	0	0	1	523	28	0	0	94	0	0	0	0	0	6	0	0	18	467
RRP15	YPR143W	YPR143W_mRNA	protein_coding	9	3	9	138	0	0	0	0	52	9	0	0	9	0	0	0	0	0	0	0	0	3	86
RRP17	YDR412W	YDR412W_mRNA	protein_coding	2	3	0	128	0	0	0	0	103	2	0	0	0	0	0	0	0	0	0	0	0	3	25
RRP3	YHR065C	YHR065C_mRNA	protein_coding	2	10	6	330	0	0	0	0	158	2	0	0	6	0	0	0	0	0	0	0	0	10	172
RRP36	YOR287C	YOR287C_mRNA	protein_coding	17	6	26	241	1	0	0	0	90	15	1	0	27	0	0	0	1	0	1	1	0	6	151
RRP4	YHR069C	YHR069C_mRNA	protein_coding	0	2	2	262	0	0	0	0	180	0	0	0	2	0	0	0	0	0	0	0	0	2	82
RRP40	YOL142W	YOL142W_mRNA	protein_coding	4	4	9	198	0	0	0	0	93	4	0	0	10	0	0	0	0	0	0	0	0	4	105
RRP42	YDL111C	YDL111C_mRNA	protein_coding	1	2	3	198	0	0	0	0	85	1	0	0	3	0	0	0	0	0	0	0	0	2	113
RRP43	YCR035C	YCR035C_mRNA	protein_coding	7	9	16	399	0	0	0	0	250	7	0	0	16	0	0	0	0	1	1	0	0	9	149
RRP45	YDR280W	YDR280W_mRNA	protein_coding	0	0	0	326	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	226
RRP46	YGR095C	YGR095C_mRNA	protein_coding	7	5	18	509	0	0	0	0	397	5	1	1	18	0	0	0	1	1	0	1	0	5	112
RRP5	YMR229C	YMR229C_mRNA	protein_coding	60	38	159	439	0	4	0	2	395	53	0	0	158	0	0	0	0	1	7	0	0	40	44
RRP6	YOR001W	YOR001W_mRNA	protein_coding	14	6	24	254	0	0	0	0	117	12	0	0	24	0	0	0	0	0	2	0	0	6	137
RRP7	YCL031C	YCL031C_mRNA	protein_coding	10	1	21	305	0	0	0	0	198	8	0	0	21	0	0	0	0	0	2	0	0	1	107
RRP8	YDR083W	YDR083W_mRNA	protein_coding	4	2	7	122	0	0	1	0	78	4	0	0	6	0	0	0	0	0	0	0	0	2	44
RRP9	YPR137W	YPR137W_mRNA	protein_coding	18	17	65	1139	0	0	0	0	879	15	0	0	65	0	0	0	1	0	2	1	0	17	260
RRS1	YOR294W	YOR294W_mRNA	protein_coding	3	1	4	300	0	0	0	0	202	3	0	0	5	0	0	0	0	0	0	0	0	1	98
RRT1	YBL048W	YBL048W_mRNA	protein_coding	3	1	1	128	0	0	0	0	47	3	0	0	1	0	0	0	0	0	0	0	0	1	81
RRT12	YCR045C	YCR045C_mRNA	protein_coding	7	6	17	317	0	0	0	1	246	7	0	0	16	0	0	0	0	0	0	0	0	6	71
RRT13	YER066W	YER066W_mRNA	protein_coding	0	1	1	122	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	1	86
RRT14	YIL127C	YIL127C_mRNA	protein_coding	4	0	5	92	0	0	0	0	41	4	0	0	5	0	0	0	0	0	0	0	0	0	51
RRT15	YLR162W-A	YLR162W-A_mRNA	protein_coding	0	0	4	891	0	0	0	0	61	0	0	0	4	0	0	0	0	0	0	0	0	0	830
RRT16	YNL105W	YNL105W_mRNA	protein_coding	1	3	6	387	1	0	0	0	58	1	0	0	5	0	0	0	0	0	0	0	0	3	329
RRT2	YBR246W	YBR246W_mRNA	protein_coding	9	2	7	147	0	0	0	0	21	8	0	0	8	0	0	0	0	1	0	0	0	2	126
RRT5	YFR032C	YFR032C_mRNA	protein_coding	9	6	7	220	0	0	0	0	137	9	0	0	8	0	0	0	0	0	0	0	0	6	83
RRT6	YGL146C	YGL146C_mRNA	protein_coding	9	2	7	399	0	0	0	0	345	8	0	0	7	0	0	0	0	0	1	0	0	2	54
RRT7	YLL030C	YLL030C_mRNA	protein_coding	7	1	10	199	0	0	0	0	120	5	0	0	10	0	0	0	0	1	1	0	0	1	79
RRT8	YOL048C	YOL048C_mRNA	protein_coding	10	17	50	770	0	0	0	0	500	8	0	1	53	0	0	0	1	0	2	0	0	16	270
RSA1	YPL193W	YPL193W_mRNA	protein_coding	13	9	45	488	0	0	0	0	401	11	0	0	47	0	0	0	0	0	3	0	0	9	87
RSA3	YLR221C	YLR221C_mRNA	protein_coding	4	4	6	614	0	0	0	0	89	4	0	0	6	0	0	0	0	0	0	0	0	5	525
RSA4	YCR072C	YCR072C_mRNA	protein_coding	3	4	1	152	0	0	0	0	127	3	0	0	1	0	0	0	0	0	0	0	0	4	25
RSB1	YOR049C	YOR049C_mRNA	protein_coding	101	15	88	993	4	4	2	0	741	97	0	0	100	0	0	0	1	0	5	1	0	21	252
RSC1	YGR056W	YGR056W_mRNA	protein_coding	19	10	16	125	0	0	0	0	59	17	0	0	16	0	0	0	0	0	2	0	0	12	66
RSC2	YLR357W	YLR357W_mRNA	protein_coding	39	20	75	343	0	0	0	0	164	30	0	0	77	0	0	0	0	0	9	0	0	22	179
RSC3	YDR303C	YDR303C_mRNA	protein_coding	110	27	139	822	3	2	3	3	679	103	0	0	147	0	0	0	0	0	9	0	0	38	143
RSC30	YHR056C	YHR056C_mRNA	protein_coding	33	7	19	449	0	1	1	1	196	32	0	0	25	0	0	0	0	0	1	0	0	10	253
RSC4	YKR008W	YKR008W_mRNA	protein_coding	12	3	13	232	0	0	0	0	199	10	0	0	13	0	0	0	0	0	2	0	0	4	33
RSC58	YLR033W	YLR033W_mRNA	protein_coding	16	6	37	89	2	1	0	2	25	14	0	0	36	0	0	0	0	0	2	0	0	7	64
RSC6	YCR052W	YCR052W_mRNA	protein_coding	4	12	6	108	0	0	0	0	44	4	0	0	6	0	0	0	0	0	0	0	0	12	64
RSC8	YFR037C	YFR037C_mRNA	protein_coding	5	3	5	145	0	0	0	0	88	5	0	0	6	0	0	0	0	0	1	0	0	3	57
RSC9	YML127W	YML127W_mRNA	protein_coding	3	8	3	738	0	0	0	0	634	3	0	0	3	0	0	0	0	0	0	0	0	8	104
RSE1	YML049C	YML049C_mRNA	protein_coding	45	25	88	595	1	3	0	1	397	41	0	0	88	0	0	0	0	0	4	0	0	26	198
RSF1	YMR030W	YMR030W_mRNA	protein_coding	10	11	48	739	0	0	0	1	368	9	0	0	48	0	0	0	0	0	1	0	0	11	371
RSF2	YJR127C	YJR127C_mRNA	protein_coding	20	23	55	146	0	0	0	0	101	17	0	0	56	0	0	0	1	0	2	1	0	23	45
RSM10	YDR041W	YDR041W_mRNA	protein_coding	9	2	5	435	0	0	0	1	321	9	0	0	5	0	0	0	0	0	0	0	0	2	114
RSM18	YER050C	YER050C_mRNA	protein_coding	6	7	30	394	0	0	0	0	165	4	0	0	30	0	0	0	0	0	2	0	0	7	229
RSM19	YNR037C	YNR037C_mRNA	protein_coding	0	0	0	74	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	49
RSM22	YKL155C	YKL155C_mRNA	protein_coding	6	2	4	156	0	0	0	0	62	6	0	0	4	0	0	0	0	0	0	0	0	2	94
RSM23	YGL129C	YGL129C_mRNA	protein_coding	6	3	4	264	0	0	0	0	94	6	0	0	4	0	0	0	0	0	0	0	0	3	170
RSM24	YDR175C	YDR175C_mRNA	protein_coding	30	9	62	986	1	0	1	0	413	25	0	0	61	0	0	0	1	1	5	0	0	11	573
RSM25	YIL093C	YIL093C_mRNA	protein_coding	1	0	0	131	0	0	0	0	98	1	0	0	0	0	0	0	0	0	0	0	0	0	33
RSM26	YJR101W	YJR101W_mRNA	protein_coding	4	3	2	471	0	0	0	0	330	4	0	0	2	0	0	0	0	0	0	0	0	3	141
RSM27	YGR215W	YGR215W_mRNA	protein_coding	4	4	5	309	0	0	0	0	96	4	1	0	5	0	0	0	0	0	0	0	0	3	213
RSM28	YDR494W	YDR494W_mRNA	protein_coding	37	7	25	415	0	1	1	2	250	33	0	0	26	0	0	0	0	1	3	0	0	8	165
